Stop_Name,Total_Daily_Alighting,geometry,Near_Route,Label
Berm Al Tounsi St ( Abou Al Reesh ),667.0,POINT (330295.35516353167 3322951.18336485),True,Near Route (≤120m)
Bigam,7406.0,POINT (331019.0381815934 3335057.15261565),True,Near Route (≤120m)
Bisco Misr (Al Zaytoun),2976.0,POINT (335826.9144840486 3331578.7998894877),True,Near Route (≤120m)
Bloom Bank (South Teseen St.),369.0,POINT (347388.9880177141 3321654.2508517527),True,Near Route (≤120m)
Board of Trustees (6th of October),226.0,POINT (303192.5242296049 3319927.5129073393),True,Near Route (≤120m)
Bohooth,5953.0,POINT (326317.41446255764 3324070.989075084),True,Near Route (≤120m)
Bonook (5th Settlement),1143.0,POINT (348387.94829278416 3321612.813217524),True,Near Route (≤120m)
Brazil St. & 26th of July,658.0,POINT (328609.36822237924 3326765.1461701724),True,Near Route (≤120m)
Btech (Masr Wal Sudan St.),1878.0,POINT (334415.08032947744 3329259.0582375424),True,Near Route (≤120m)
Bulaq Dakrur,6044.0,POINT (325741.83817018603 3324920.9554283745),True,Near Route (≤120m)
Cairo Airport,5085.0,POINT (345652.2217181197 3333110.2464487264),True,Near Route (≤120m)
Cairo Airport Station,1574.0,,False,Far from Route (>120m)
Cairo Alexandria Agriculture Road Pedestrian Mit Nama,2547.0,POINT (329625.1033914966 3335951.205828763),True,Near Route (≤120m)
Cairo Club (Opera St.),140.0,POINT (328630.83763862425 3324641.466191786),True,Near Route (≤120m)
Cairo Economic Court  (Ring Rd.),14.0,,False,Far from Route (>120m)
Cairo Economic Court (Ring Rd.),0.0,POINT (336380.4218398874 3318701.970124814),True,Near Route (≤120m)
Cairo Fair Metro,913.0,POINT (336299.8162129588 3328132.2450129725),True,Near Route (≤120m)
Cairo Festival City (South Teseen St.),567.0,POINT (346417.76600919355 3321627.3849282144),True,Near Route (≤120m)
Cairo Security Directorate,4330.344018001819,POINT (331547.40608513716 3324910.9860428185),True,Near Route (≤120m)
Cairo Stadium,180.0,POINT (336758.3713987635 3327147.2078348235),True,Near Route (≤120m)
Cairo University (Sheikh Zayed),10.0,POINT (308890.6310032313 3324362.167970601),True,Near Route (≤120m)
Cairo University Bridge,1928.0,POINT (328019.68549424584 3323263.772428081),True,Near Route (≤120m)
Cairo University Main Gate,3002.0,POINT (327458.64034032595 3323226.099802212),True,Near Route (≤120m)
Cairo University Metro,5983.0,POINT (326594.21391609684 3322953.2218400193),True,Near Route (≤120m)
Car Market (Nasr City),1292.0,POINT (342490.73121983575 3325180.6615886716),True,Near Route (≤120m)
Carrefour (Al Gazaer St.),557.0867519013601,POINT (333503.43405673525 3318208.6799506037),True,Near Route (≤120m)
Carrefour (Obour),163.0,POINT (353159.30175773654 3338842.2894798527),True,Near Route (≤120m)
Carrefour (Ring Rd.),2246.0,,False,Far from Route (>120m)
Carrefour (Shorouq City),149.0,POINT (364419.09024348424 3338884.422516162),True,Near Route (≤120m)
Carrefour (Tora),206.0,POINT (334113.2091120981 3312145.1538172606),True,Near Route (≤120m)
Carrefour Maadi,211.0,,False,Far from Route (>120m)
Catholic Cemetery ( Misr Al Qadima ),480.0,,False,Far from Route (>120m)
Cemeteries (Maadi),28.0,POINT (340524.40106158034 3322283.61477923),True,Near Route (≤120m)
Center Cairo Governorate Information Networks,40.0,POINT (344144.45971039427 3330424.9301040065),True,Near Route (≤120m)
Centeral Al Fustat,222.0,POINT (330470.26547764265 3320423.8212964),True,Near Route (≤120m)
Centeral Al Matariya,2220.0,,False,Far from Route (>120m)
Centeral Heliopolis (Gesr Al Suez),496.0,,False,Far from Route (>120m)
Central Agency for Public Mobilization and Statistics,840.0,POINT (337637.13798016415 3328771.844408739),True,Near Route (≤120m)
Central Agency for Public Moblization and Statistics,469.0,,False,Far from Route (>120m)
Central Bank (Ataba),168.0,POINT (330980.2647997983 3326226.291212955),True,Near Route (≤120m)
Central Park (Badr),271.0,POINT (376159.5856315044 3333392.943023257),True,Near Route (≤120m)
Ceramica Cleopatra (Sheikh Zayed),191.0,POINT (308808.3838981814 3323217.375747633),True,Near Route (≤120m)
Child Care Club Association - Al Sayeda Zeinab,1009.0,POINT (331129.64822438546 3323395.5657825614),True,Near Route (≤120m)
CIB (Al Hegaz),901.0,POINT (339318.0950339703 3331627.461416582),True,Near Route (≤120m)
CIB (South Teseen St.),1765.0,POINT (347923.9175728962 3321648.6801069696),True,Near Route (≤120m)
CIC - Sheikh Zayed,1428.0,POINT (306304.8683086508 3325464.919237584),True,Near Route (≤120m)
City Mall (Shorouq City),260.0,POINT (365150.98533362395 3339612.947896767),True,Near Route (≤120m)
City Stars Mall,8463.0,POINT (339925.42653700744 3328095.4373431606),True,Near Route (≤120m)
Civil Registry (Haram),3247.0,POINT (323923.81113150367 3320100.6868646373),True,Near Route (≤120m)
Civil Registry (Imbaba),1871.0,POINT (328796.9554796624 3328923.663192072),True,Near Route (≤120m)
Concord Al Salam Hotel (Gesr Al Suez),844.0,POINT (340749.8300409086 3333678.886102716),True,Near Route (≤120m)
Concord Plaza (5th Settlement),401.0,POINT (353936.9998919844 3322581.984732965),True,Near Route (≤120m)
Conrad Hotel,68.0,POINT (329116.76624570834 3327332.7430359884),True,Near Route (≤120m)
Constitutional Court,24.0,POINT (330025.63162335753 3316681.7949406574),True,Near Route (≤120m)
Coop (Nasr Al Islam Square),36.0,POINT (331700.5484516766 3329838.3798789997),True,Near Route (≤120m)
Coop Gas Station (Cairo Airport),569.0,,False,Far from Route (>120m)
Coop Gas Station (Helwan Corniche),65.0,POINT (335887.11145983916 3298772.3185079615),True,Near Route (≤120m)
Coop Gas Station (Om Bayoumi),84.0,POINT (331552.4031070066 3334444.418537314),True,Near Route (≤120m)
Coptic Hospital,3586.0,POINT (331512.51967309206 3327103.7318996023),True,Near Route (≤120m)
Cottonil Factory - Gesr Al Suez,86.0,POINT (343197.41848946223 3334370.057007183),True,Near Route (≤120m)
Credit Agricole (Al Mansoreya Rd.),116.0,,False,Far from Route (>120m)
Criminal Evidence Registery (Abbaseya),1867.0,POINT (334937.29713541106 3327994.1338538993),True,Near Route (≤120m)
Criminal Investigation Department  (Al Maadi Company St.),921.0,,False,Far from Route (>120m)
Criminal Investigation Department (Al Maadi Company St.),478.0,POINT (334413.83200387785 3318360.642229962),True,Near Route (≤120m)
Crystal Asfour ( Masaken Al Wehda ),6395.0,POINT (332208.26392049366 3333379.2518774187),True,Near Route (≤120m)
CTA Garage (Heliopolis),1135.0,POINT (342074.79910472204 3334260.3705290304),True,Near Route (≤120m)
Czesch Republic Embassy (Dokki),1354.0,POINT (327621.1409621559 3323571.3770042863),True,Near Route (≤120m)
Dabsha ( Al Zaytoun),1647.0,POINT (334941.3831943221 3331841.9998032614),True,Near Route (≤120m)
Dabsha (Al Zaytoun),1431.0,POINT (334974.526129388 3331853.0564254182),True,Near Route (≤120m)
Dandy Mall,760.0,POINT (310056.9451497479 3327086.997516983),True,Near Route (≤120m)
Dar Al Foad Hospital (6th of October),452.0,POINT (303929.297878847 3320401.326242428),True,Near Route (≤120m)
Dar Al Mohandeseen Club (Helwan),163.0,POINT (335003.62548879685 3304982.510217111),True,Near Route (≤120m)
Dar Al Mona (Alexandria Desert Rd.),226.0,POINT (315356.7810445153 3323061.475416632),True,Near Route (≤120m)
Dar Al Salam,860.0,POINT (330023.19667186076 3318322.6525771464),True,Near Route (≤120m)
Dar Al Salam Police Station,719.8184249604224,POINT (330864.8326382508 3316989.793369216),True,Near Route (≤120m)
Dar El Salam,2684.0,,False,Far from Route (>120m)
Dar Misr Square (Shorouq City),106.0,POINT (369064.9504684403 3337802.0045481483),True,Near Route (≤120m)
Darb 1718,80.0,POINT (329477.44078525377 3320402.3988365717),True,Near Route (≤120m)
Darb Al Saqia ( Manshiyat Nasser ),1672.0,,False,Far from Route (>120m)
Dawaran Shubra,266.0,POINT (330927.31386507885 3329005.6088600056),True,Near Route (≤120m)
Degla Azhari Language School (Zahraa Al Maadi),124.0,POINT (334408.5983113893 3316045.737965152),True,Near Route (≤120m)
Diamonds Mall (6th of October),2191.0,POINT (301728.1210296129 3317983.8883494735),True,Near Route (≤120m)
Didi Mall (1st Settlement),403.0,POINT (350820.210282368 3327616.1614385275),True,Near Route (≤120m)
Doctors Tower (Nasr City),8836.0,POINT (341148.3929153257 3326066.0020967326),True,Near Route (≤120m)
Documentation Center (Bolak),192.0,POINT (329091.22918006463 3327508.318412255),True,Near Route (≤120m)
Dokki,381.0,POINT (327558.9137443716 3324278.5668203398),True,Near Route (≤120m)
Dokki Metro,883.0,POINT (327692.6492482502 3324410.9484682353),True,Near Route (≤120m)
Dokki Square,1744.0,POINT (327517.1095557929 3324357.295545741),True,Near Route (≤120m)
Dolce,646.0,POINT (299664.3881615456 3313469.108664531),True,Near Route (≤120m)
Dolphin Mall,78.0,POINT (302779.0620613007 3318204.831169204),True,Near Route (≤120m)
Dorat Al Karaz Mall,1354.0,POINT (358925.49992127134 3318840.390797806),True,Near Route (≤120m)
Downtown Mall,1078.0,POINT (346807.69746099954 3321625.636753581),True,Near Route (≤120m)
Dreamland,306.0,POINT (312278.5092938275 3315809.18755953),True,Near Route (≤120m)
Dusit Hotel,890.0,POINT (351207.4283258199 3322574.413640743),True,Near Route (≤120m)
Duty Free (Gameat Al Dowal St.),3238.0,POINT (326109.5169437754 3325380.715134502),True,Near Route (≤120m)
Dwidar St. & Hadayeq Al Qobba St.,1348.0,POINT (334661.9526197341 3329301.1683456874),True,Near Route (≤120m)
East Bulaq Dakrur (Nahya),5285.0,POINT (325851.67845439794 3324906.605463965),True,Near Route (≤120m)
Eastern Gate Obour Market,217.0,POINT (353325.08232242014 3338280.8150192644),True,Near Route (≤120m)
Eastern Weavers (Al Moqattam),640.0,POINT (339343.02039191267 3321135.3865073426),True,Near Route (≤120m)
Education Directorate (Helwan),868.0,POINT (335328.46733581583 3303754.66542542),True,Near Route (≤120m)
Egypt Air Hospital,514.0,POINT (340826.49261220265 3330074.162251192),True,Near Route (≤120m)
Egypt Air Steps (Ring Rd.),615.0,POINT (324281.4418925564 3318266.8189590536),True,Near Route (≤120m)
Egyptian Agricultural Bank (Al Giza),3070.0,POINT (327263.2516371375 3321089.5830536727),True,Near Route (≤120m)
Egyptian Media Production City,355.0,POINT (308746.4292621668 3317047.952349827),True,Near Route (≤120m)
Egyptian Parlimant,7582.0,POINT (329886.6252872314 3324689.222385609),True,Near Route (≤120m)
Egyptian Russian University,340.0,POINT (376521.07051528845 3334964.8711943906),True,Near Route (≤120m)
Egyptian Russian University - East,0.0,POINT (376986.477406232 3335393.926248617),True,Near Route (≤120m)
Egyptian Shooting Club Pedestrian Tunnle (Qattameya),1297.0,,False,Far from Route (>120m)
Egyptian Telecom Club (Autostrad Maadi),341.0,POINT (334899.41375202185 3316671.6123871473),True,Near Route (≤120m)
El Kafr (Birak Al Khiyam),349.0,POINT (322324.9902143617 3325285.04847352),True,Near Route (≤120m)
El Warsha (Ezbet Al Nakhl),2540.0,POINT (340487.4290224557 3335585.4361804044),True,Near Route (≤120m)
Elecrticity Hospital (Suez Rd),6392.0,POINT (343134.3048669493 3328633.1804031944),True,Near Route (≤120m)
Emad El Deen St. & 26th of July St.,1731.0,POINT (330743.6610043808 3325907.824794551),True,Near Route (≤120m)
Emad Market (6th of October),28.0,POINT (297299.1929903828 3316344.8056199695),True,Near Route (≤120m)
Enppi,3677.0,POINT (340029.10880352603 3324929.987928892),True,Near Route (≤120m)
Epx Logistics For Transportation And Warehousing (Obour),32.0,POINT (353041.7879218436 3348654.743845234),True,Near Route (≤120m)
Experimental School (Bahteem),589.0,POINT (333865.930923383 3335709.8982815347),True,Near Route (≤120m)
Export Development Authority (6th of October),28.0,POINT (298176.36181700736 3314105.2174414336),True,Near Route (≤120m)
Ezbet Al Baydaa Steps (Ring Rd.),1094.0,POINT (338980.92264325405 3338023.4067680086),True,Near Route (≤120m)
Ezbet Al Mofti Steps (Ring Rd.),58.0,POINT (326089.29251871875 3329954.2643208904),True,Near Route (≤120m)
Ezbet Al Nakhl,5925.0,POINT (338700.1629562995 3335378.7617359045),True,Near Route (≤120m)
Ezbet Kheirallah Steps 1 (Ring Rd.),24.0,POINT (330584.6453982829 3319271.0226313556),True,Near Route (≤120m)
Ezbet Kheirallah Steps 2 (Ring Rd.),78.0,POINT (331373.9846232948 3319137.0505061075),True,Near Route (≤120m)
Ezbet Kheirallah Steps 3 (Ring Rd.),771.0,POINT (331948.0596642719 3318990.359570191),True,Near Route (≤120m)
Ezbet Makar Bridge,128.0,POINT (327485.58769427764 3310160.9837942403),True,Near Route (≤120m)
Faculty of Agriculture - Ain Shams University,3962.0,POINT (331230.4277441605 3332514.635420482),True,Near Route (≤120m)
Faculty of Agriculture (Cairo University),644.0,POINT (327546.7185101669 3322286.422332933),True,Near Route (≤120m)
Faculty of Commerce (Cairo University),247.0,POINT (326964.3507098651 3323287.8307037894),True,Near Route (≤120m)
Faculty of Dentistry - Modern Academy,115.0,POINT (337724.5848270423 3319662.5339754964),True,Near Route (≤120m)
Faculty of Engineering - Cairo University (Sheikh Zayed),123.0,POINT (308151.75850284036 3324227.9599061897),True,Near Route (≤120m)
Faculty of Engineering (Al Azhar University),69.0,POINT (334849.3780442828 3327131.6690879934),True,Near Route (≤120m)
Faculty of Engineering (Cairo University),607.0,POINT (327487.7532129489 3322900.1316148164),True,Near Route (≤120m)
Faculty of Medicine - Ain Shams University,198.0,POINT (334339.22354034043 3328580.682286436),True,Near Route (≤120m)
Faculty of Pharmacy - Modern Academy,214.0,POINT (337784.04377877177 3319423.8040287197),True,Near Route (≤120m)
Faisal,0.0,POINT (321269.83514517295 3319531.11147432),True,Near Route (≤120m)
Faisal Bank (Othman Bin Affan St.),888.0,POINT (340154.54591204756 3330949.352297504),True,Near Route (≤120m)
Faisal Islamic Bank ( Tahrir St),301.0,,False,Far from Route (>120m)
Faisal Islamic Bank (Tahrir St.),603.0,POINT (328196.54171395244 3324529.426668098),True,Near Route (≤120m)
Faisal St.,606.0,POINT (320124.9256677172 3319193.9806845537),True,Near Route (≤120m)
Faisal Tawabek,710.0,POINT (322449.6575809254 3320026.0968288295),True,Near Route (≤120m)
Falcon School (Shorouq City),0.0,POINT (371246.4521170418 3334533.1749173077),True,Near Route (≤120m)
Family Land (6th of October),89.0,POINT (300103.261746014 3318123.7029351695),True,Near Route (≤120m)
Farghali Realestate in Bashayer,309.0,POINT (298242.246618405 3316962.0209868546),True,Near Route (≤120m)
Farhety Hall (Port Said St.),1027.0,POINT (333254.3691674309 3328789.687112634),True,Near Route (≤120m)
Farouq Corner Musuem (Helwan),1890.0,POINT (335351.96030705364 3303035.513724298),True,Near Route (≤120m)
Farouq Square (Maadi),1694.0,POINT (331705.554912591 3315347.8934679436),True,Near Route (≤120m)
Fatma Al Sharbatly Mosque,155.0,POINT (350142.56096948916 3320488.975924079),True,Near Route (≤120m)
Fayda Kamel,13861.0,POINT (331961.9806076001 3317407.0702668666),True,Near Route (≤120m)
Ferdous (Rod Al Farag),1195.0,POINT (329972.99560223706 3328823.4509181227),True,Near Route (≤120m)
Fiat Service Center (Obour),172.0,POINT (352880.0388941264 3339617.193263988),True,Near Route (≤120m)
Filfil Mosque (Bashtil),216.0,POINT (325853.5751802564 3329313.7143880995),True,Near Route (≤120m)
Fom Al Khalig,2107.0,POINT (329399.91627226106 3322637.631411948),True,Near Route (≤120m)
Fom Al Khalig Police Station,346.0,POINT (329554.1107454316 3322778.08235215),True,Near Route (≤120m)
Free Zone (Nasr City),1479.0,POINT (340636.97940754786 3323813.5599628096),True,Near Route (≤120m)
Fustat Market,2076.0,POINT (329417.67849784665 3321131.565391051),True,Near Route (≤120m)
Future University in Egypt (FUE),557.0,POINT (354497.5820867263 3322571.467761579),True,Near Route (≤120m)
Galaa Bridge Exit to Dokki,731.0,POINT (328392.39228306164 3324571.566958889),True,Near Route (≤120m)
Galal Motors (Basateen),1638.0,POINT (333221.18685564573 3318930.73269933),True,Near Route (≤120m)
Galleria 40,308.0,POINT (307264.9171109294 3322175.5519214193),True,Near Route (≤120m)
Gamaa St. (Obour),0.0,POINT (351532.4979644739 3343160.9750857116),True,Near Route (≤120m)
Gamal Abd Al Nasser Metro,9614.0,POINT (330107.79120536725 3326068.342613505),True,Near Route (≤120m)
Gamal Abd Al Nasser Square (5th Settlement),86.0,POINT (348719.3632286666 3318834.39568693),True,Near Route (≤120m)
Gamal Abd Al Nasser Steps (Ring Rd.),452.52564247309033,POINT (324182.2345447494 3328191.9681281867),True,Near Route (≤120m)
Gamal Al Din Al Banna St. & Al Checheeny St.,983.0,POINT (320807.80585060595 3319986.4582325937),True,Near Route (≤120m)
Gardenia (Cairo Suez Rd.),237.0,POINT (345748.542876846 3328861.7322141514),True,Near Route (≤120m)
Gardenia Heights (5th Settlement),487.0,POINT (352289.98242963187 3318206.820974713),True,Near Route (≤120m)
Gas (5th Settlement),731.0,POINT (347261.68502220785 3321482.612450633),True,Near Route (≤120m)
Gas Tech Gas Station ( Faisal St.),3784.0,POINT (322504.80123619456 3320049.3529827115),True,Near Route (≤120m)
General Company for Land Reclamation,888.0,POINT (331642.33996117825 3318330.194975407),True,Near Route (≤120m)
Gesr Al Suez - Taha Hussein,287.0,POINT (343659.8397360802 3334543.812388149),True,Near Route (≤120m)
Gesr Al Suez (Al Qobba),2230.0,,False,Far from Route (>120m)
Gesr El Suez Garage Station,1967.0,POINT (342162.1650160641 3334211.0043085525),True,Near Route (≤120m)
Ghamra,9223.0,POINT (332732.95444064937 3327596.8254136955),True,Near Route (≤120m)
Ghamra Bridge Entrance,50.0,POINT (332986.288700793 3328157.1048307875),True,Near Route (≤120m)
Ghamra Bridge Exit to Cairo University,185.0,POINT (333003.0404542692 3328164.771856515),True,Near Route (≤120m)
Girls' College - Ain Shams University,2588.0,,False,Far from Route (>120m)
Giza Bridge Exit to Cairo University,4871.0,POINT (327552.1008223939 3322091.655765823),True,Near Route (≤120m)
Giza Courthouse Complex,4925.0,POINT (327265.84597692924 3321324.6920923325),True,Near Route (≤120m)
Giza Directorate of Health Affairs,919.0,POINT (325868.7996565717 3327682.620816884),True,Near Route (≤120m)
Giza Governorate Authority,269.0,POINT (326377.06442661455 3321115.7543478305),True,Near Route (≤120m)
Giza Helwan Bus Station,541.0,POINT (327879.28462604457 3321845.7653087503),True,Near Route (≤120m)
Giza Metro,1536.0,POINT (327004.06520939583 3321699.2807933325),True,Near Route (≤120m)
Giza Park (Bashtil),1052.0,POINT (325844.8163304972 3328668.425841365),True,Near Route (≤120m)
Giza Square,17663.0,POINT (327608.18342135195 3321843.5498947273),True,Near Route (≤120m)
Gladios Garden Compound,113.0,POINT (317182.6556060466 3321359.834067143),True,Near Route (≤120m)
Golf Square (5th Settlement),8.0,POINT (346245.4297192006 3319736.3254697747),True,Near Route (≤120m)
Greek Hospital,824.0,POINT (334292.4682610681 3327430.4997230223),True,Near Route (≤120m)
Green Hills Club,48.0,POINT (368477.6197417653 3337683.458800649),True,Near Route (≤120m)
Hadaba Wosta (Moqattam),28.0,,False,Far from Route (>120m)
Hadayek Al Ahram Gate 3,44.0,POINT (316183.06572708633 3314608.525297095),True,Near Route (≤120m)
Hadayek Al Qobba,4015.0,POINT (335247.66389458184 3329662.682779531),True,Near Route (≤120m)
Hadayek Al Qobba Police Station,5958.0,POINT (334874.20636504795 3330441.8537967936),True,Near Route (≤120m)
Hadayek Al Qobba Youth Center,2545.0,POINT (334794.06412710715 3329946.4912678916),True,Near Route (≤120m)
Hadayeq Al Qobba Police Station,362.0,POINT (335023.4373867119 3330303.826841571),True,Near Route (≤120m)
Hadayeq Al Zaytoun School (Al Matareyya St.),2993.0,POINT (336585.88745054684 3332155.2113562156),True,Near Route (≤120m)
Hall 3 - Cairo Airport,57.0,,False,Far from Route (>120m)
Hall 4 - Cairo Airport,0.0,,False,Far from Route (>120m)
Haram & Marioteya,2442.0,POINT (321483.96432520763 3319089.27542655),True,Near Route (≤120m)
Haram Mashaal,5487.0,POINT (320602.2014439022 3318878.525149701),True,Near Route (≤120m)
Haram Mashaal (Al Mansoreya Rd.),150.0,POINT (320712.171847812 3318779.5333778947),True,Near Route (≤120m)
Haram St. & Talbeya,169.0,POINT (324592.1469824534 3320376.1487209513),True,Near Route (≤120m)
Haram Talbeya,2173.0,POINT (324590.26698881225 3320396.127469727),True,Near Route (≤120m)
Haram Tunnel (Al Lebeny St.),2667.0,POINT (321440.29696578684 3318897.6504272204),True,Near Route (≤120m)
Hareer St. (Helwan),864.0,POINT (336538.087199236 3302417.0720504844),True,Near Route (≤120m)
Hazem Hassan Consulting (Alexandria Desert Rd.),144.0,POINT (314074.11388173624 3322773.8855594834),True,Near Route (≤120m)
Health Affairs Directorate - 6th of October,51.0,POINT (304286.11686100066 3325617.977469074),True,Near Route (≤120m)
Health Insurance Hospital (Nasr City),473.0,POINT (338653.8999126897 3326559.1504283184),True,Near Route (≤120m)
Hearing and Speech Institute (Imbaba),1130.0,POINT (328955.21881692787 3329129.3027075473),True,Near Route (≤120m)
Heliopolis Courthouse Complex,5556.0,POINT (338892.76727709547 3331508.0607796656),True,Near Route (≤120m)
Heliopolis Hospital,986.0,POINT (339714.7556617954 3331811.998225849),True,Near Route (≤120m)
Heliopolis Sporting Club,364.0,POINT (337848.0503844211 3329845.624863221),True,Near Route (≤120m)
Heliopolis Square,1382.0,POINT (339955.9147134685 3331926.7328465),True,Near Route (≤120m)
Helmeyet El Zaitoun Metro,0.0,,False,Far from Route (>120m)
Helwan Post Office,1543.0,POINT (339066.1649944285 3302931.0029677064),True,Near Route (≤120m)
Helwan Station,8073.0,POINT (338839.39573262515 3303789.798227387),True,Near Route (≤120m)
Helwan University,0.0,POINT (337811.7103510336 3305498.147902153),True,Near Route (≤120m)
Herafyeen Bridge Exit,348.0,POINT (345603.5574028014 3335236.193421392),True,Near Route (≤120m)
Higher Institute For Hotels & Tourism (Sheraton),1985.0,POINT (343924.00244027376 3331283.0147618703),True,Near Route (≤120m)
Higher Institute Of Marketing Commerce & Information Systems,5790.0,POINT (350601.7510874205 3327138.0534774866),True,Near Route (≤120m)
Hikestep Bridge Entrance,966.6942723212038,POINT (346274.8004780024 3335718.5735645425),True,Near Route (≤120m)
Hilton Pyramids Golf (Dreamland),152.0,POINT (311024.86581759655 3316223.5689505977),True,Near Route (≤120m)
Holding Company For Water & Wastewater (HCWW),643.0,POINT (329480.0437074777 3328978.6372268647),True,Near Route (≤120m)
Hospital 57357 (  Magra Al Oyoun ),105.0,POINT (330117.81142425735 3322883.905657575),True,Near Route (≤120m)
Hossary Station,1789.0,POINT (301610.3076461085 3317626.815340222),True,Near Route (≤120m)
Housing & Utilities Directorate (Giza),122.0,POINT (326823.6610631428 3320241.412520014),True,Near Route (≤120m)
Housing And Development Bank (6th of October),156.0,POINT (299889.46766968886 3316091.151000839),True,Near Route (≤120m)
Huckstep,77.0,POINT (352545.33335385943 3337468.0150997574),True,Near Route (≤120m)
Huckstep Bridge Entrance,1310.0,POINT (346248.73658904154 3335732.0511697726),True,Near Route (≤120m)
Hussein Sedqy Mosque (Maadi),606.0,POINT (331252.93365954276 3315530.2405619086),True,Near Route (≤120m)
Hyper One (Sheikh Zayed),7736.0,POINT (309457.8161682312 3323762.116921312),True,Near Route (≤120m)
Ibn Al Hakam Square (Heliopolis),614.0,POINT (338163.4065290573 3332139.689017082),True,Near Route (≤120m)
Ibrahim Abdel Raziq St. & Ain Shams St.,850.0,POINT (338164.7226756748 3333985.768784087),True,Near Route (≤120m)
Ibrahim Al Afifi Alley (Mansoureyya Rd.),35.0,,False,Far from Route (>120m)
Ibrahim Al Rifaie School (1st Settlement),705.0,POINT (351200.12932019884 3327548.5760837677),True,Near Route (≤120m)
Ibrahim Anwar Mosque (Al Zaytoun),2356.0,POINT (336254.18896463164 3331434.447171221),True,Near Route (≤120m)
Ibrahim Bek Youth Center,1296.0,POINT (332595.6717715399 3334825.893461162),True,Near Route (≤120m)
Ibrahim Mosque (Marg Axis),2916.0,POINT (343568.1316259046 3336991.779544852),True,Near Route (≤120m)
Icon for Construction And Development,566.0,POINT (337355.9054857752 3308209.135712704),True,Near Route (≤120m)
Ideal Standard (Nasr Rd.),1310.7602062515307,POINT (343170.69804192206 3329997.2666928913),True,Near Route (≤120m)
Ikea - CFC,740.0,,False,Far from Route (>120m)
Imam Al Shafei Mosque (Basateen Rd.),3050.1674837526216,POINT (332398.691507207 3321424.8545076526),True,Near Route (≤120m)
Imbaba,8218.0,POINT (328291.34153123235 3328799.7764249514),True,Near Route (≤120m)
Imbaba Fevers Hospital,1161.0,POINT (329060.57020702155 3329397.907322124),True,Near Route (≤120m)
Imbaba Police Station,504.0,POINT (328639.58529694437 3328422.3280378133),True,Near Route (≤120m)
Imbaba Station,2752.0,POINT (328619.2090167933 3328713.3942510434),True,Near Route (≤120m)
Industrial Technical Institute (Al Azhar),181.0,POINT (333412.56064362044 3326265.264865818),True,Near Route (≤120m)
International Garden,145.0,POINT (339840.5916087724 3325664.301401643),True,Near Route (≤120m)
Isaaf,12756.0,POINT (329922.3656703016 3326155.3898269227),True,Near Route (≤120m)
Isbiko Station,1355.0,POINT (347151.31583905185 3339850.1155480724),True,Near Route (≤120m)
Isko,2704.0,POINT (334089.66683104757 3336785.052796643),True,Near Route (≤120m)
Islamic Center (Sheikh Zayed),17.0,POINT (305126.50034640206 3325967.9865571996),True,Near Route (≤120m)
Islamic Studies Institute( Waili ),233.0,,False,Far from Route (>120m)
Ismailiya Desert Rd. & Belbeis Desert Rd.,699.0,POINT (348754.8538763651 3336469.3606306976),True,Near Route (≤120m)
Jazirat Mohamed,278.0,POINT (327009.44427726127 3332603.102098735),True,Near Route (≤120m)
Journalists Club (Al Bahr Al Aazam),1773.0,,False,Far from Route (>120m)
Judges Club (Al Dokki),497.0,POINT (328304.8203758303 3324874.0444545327),True,Near Route (≤120m)
Juhayna Square,803.0,POINT (305402.719554618 3321432.084753668),True,Near Route (≤120m)
Kabdet Al Prince (Imbaba),2211.0,POINT (328381.1830856998 3329069.4810612444),True,Near Route (≤120m)
Kafr AL Shurafa,1706.0,POINT (341908.64132356783 3335792.1290223277),True,Near Route (≤120m)
Kafr Tohormos Steps (Ring Rd.),358.0,POINT (323174.7789484117 3322219.6404775665),True,Near Route (≤120m)
Kafr Tuhurmis,8674.0,POINT (323972.46533133456 3322002.0015751217),True,Near Route (≤120m)
Kahraba Club (Rod Al Farag),414.0,POINT (329658.2305531924 3329527.0391954333),True,Near Route (≤120m)
Kan Kan 12th District (6th of October),697.0,POINT (297008.97381532047 3315751.8086506343),True,Near Route (≤120m)
Kattameya Church,629.0,POINT (347272.61710104183 3317869.951120966),True,Near Route (≤120m)
Kawkab Al Sharq Cafe - Bashayer,650.0,POINT (298759.7842404493 3317136.2174932975),True,Near Route (≤120m)
Kempinski Hotel (Ring Rd.),256.0,POINT (347491.4684510691 3326563.690654666),True,Near Route (≤120m)
Kempinski Nile Hotel (Qasr Al Nile),3522.0,POINT (329312.5704956063 3324293.413120258),True,Near Route (≤120m)
Kerdasa Saft Al Laban Rd.,440.0,POINT (320267.3568665062 3323809.336106881),True,Near Route (≤120m)
Kerdasa Station,427.0,POINT (318424.1052349929 3324171.2052735304),True,Near Route (≤120m)
KFC ( Faisal St. ),814.0,POINT (323616.22656021675 3320489.8354888977),True,Near Route (≤120m)
KFC (Al Lebeny St.),1757.0,POINT (321558.3954086178 3318734.745137027),True,Near Route (≤120m)
KFC (Gameat Al Dowal St.),2975.0,POINT (326804.3868561252 3326281.323862945),True,Near Route (≤120m)
Khair Zaman (Autostrad Zahraa Al Maadi),32.0,,False,Far from Route (>120m)
Khalafawi Square,3051.0,POINT (331296.06226058304 3330912.7183916494),True,Near Route (≤120m)
