Stop_Name,Daily_All_BA,geometry,Neighbor_Mean_BA,Quadrant
Maadi Military Hospital,3111.0,POINT (330136.3612447324 3316535.010521787),1658.3961856925762,HL (outlier)
Maasara Autostrad,1014.0,POINT (335699.2680061938 3310379.976177167),1015.625,LL
Macdonald's (Mergheny St.),1292.0,POINT (339514.87575053936 3329607.0058797556),732.0,HL (outlier)
Madbah ( Magra Al Oyoun),1385.0,POINT (330291.1046690845 3322404.8005108694),1574.375,HL (outlier)
Madbah Steps (Ring Rd.),471.0,POINT (331218.11536137236 3336681.8337764996),2320.25,LL
Madinat Al Bo'oth Al Eslamyya,172.0,POINT (333905.13722875377 3325842.717834923),2832.125,LH (outlier)
Madinat Al Talaba,3963.134190786282,POINT (326534.1648127758 3328066.603317287),2901.958491915232,HH (cluster)
Magda Square,1068.0,POINT (301458.56709753023 3317866.8756298767),1565.75,LL
Magra Al Oyoun (Salah Salem),33269.0,POINT (331403.8493586143 3322066.7812571786),6506.739285297214,HH (cluster)
Mahmoudeya Housing (Al Moqattam),174.0,POINT (339589.8375226697 3320567.1929618465),1082.125,LL
Mahmoudeya Station,5985.0,POINT (345348.9552375355 3317071.6789688915),520.75,HL (outlier)
Makram Ebeid and Mostafa Al Nahas,1614.0,,,LL
Mall of Arabia,1092.0,POINT (304459.019408121 3320784.880747281),456.5,LL
Mall of Egypt,600.0,POINT (308316.61318398966 3317174.0306841545),392.125,LL
Manial Shiha Elementary School,1670.0,POINT (330486.6083100269 3314620.2041829564),1950.1804682887894,HL (outlier)
Manial Shiha Post Office,2570.0,POINT (329423.6283070485 3315664.0590979825),1803.625,HL (outlier)
Manshiyat Al Bakri Steps (Ring Rd.),161.0,POINT (321159.499465216 3321483.8502717004),2435.375,LL
Manshiyat Al Bakry General Hospital,296.0,POINT (336863.52246018837 3330253.7106792135),5410.625,LH (outlier)
Manshiyat Al Gamal,2540.0,POINT (333519.4454461363 3330484.979252727),4892.375,HH (cluster)
Manshiyat Nasser,6934.0,POINT (333356.49085450737 3324285.1655019154),2313.136684839388,HL (outlier)
Manshiyat Nasser Bus Station - North,3320.0,,,LL
Marioteya Rd. & Faisal St.,3174.0,POINT (321275.1973958967 3319520.458103213),3271.5,HH (cluster)
Marioteya Tunnel Entrance,2990.0,POINT (321055.0644678284 3319643.16927109),2789.5,HH (cluster)
Marioteya Tunnel Exit,9800.0,POINT (321060.6858630873 3319656.9409781643),1938.25,HL (outlier)
Marioteyya,269.0,POINT (320747.5553481258 3321392.0124068316),2437.0,LL
Markaz Al Nakheel (6th of October),1450.0,POINT (297687.2257181102 3316624.6547744432),728.375,HL (outlier)
Maryam Pharmacy ( Faisal St.),3705.0,,,LL
Masaken Ain Shams,15152.0,POINT (341217.1067944082 3335035.9724624683),4851.75,HH (cluster)
Masaken Ain Shams Station,5063.0,POINT (341048.22521831933 3334991.4107124666),6402.25,HH (cluster)
Masaken Al Abd (Al Salam),873.0,POINT (346789.00888758927 3338700.6322026826),1801.375,LL
Masaken Al Kendy,2701.0,POINT (335340.7287610724 3319136.1751917927),2204.5,HL (outlier)
Masaken Al Shrouq,1844.0,POINT (342748.24794418033 3327682.0520676905),5802.761565548097,HH (cluster)
Masaken Al Wadi Al Qadeem (Al Salam),475.0,POINT (347161.2959491907 3339193.278582522),1294.75,LL
Masaken Al Wehda,595.0,POINT (332217.0505658911 3333307.6265326687),7891.75,LH (outlier)
Masaken Almaza,2066.0,POINT (340861.63441811636 3329925.6694199173),1276.625,HL (outlier)
Masaken Betcho Bus Station,2225.0,,,LL
Masaken Helmeyet Al Zatoun,69.0,POINT (338964.7645319548 3332975.9771320834),8044.625,LH (outlier)
Masaken Isbiko St.,317.0,POINT (346962.80775248446 3339478.189313097),1314.5,LL
Masaken Sheraton,884.0,POINT (344432.9243237694 3331568.637068443),1453.646696517912,LL
Masaken Zainhom Station,4103.0,POINT (330670.9468314713 3322602.2900206945),5198.75,HH (cluster)
Mashyakhet Al Azhar Al Sharif,3743.0,POINT (333331.9896575223 3325098.1974782078),2209.375,HL (outlier)
Maspero Exit (15th of May Bridge),2824.0,POINT (329286.8522171367 3326217.9289701874),14203.5,HH (cluster)
Masraweya,783.0,POINT (352996.8252074601 3322566.7175443843),934.875,LL
Massalah Gadeeda (Al Matareyya),1333.0,POINT (336331.93466528214 3334165.1179974554),5824.5,HH (cluster)
Mastoura Mosque (Al Moqattam),808.0,POINT (337544.3714994429 3320914.452717671),734.375,LL
Matbaa Station,24366.0,,,LL
Mazallat,5514.0,POINT (331064.98348279134 3331711.519626264),8309.5,HH (cluster)
Mazallat Station,1915.0,POINT (331007.0937492256 3331387.4710306274),7085.875,HH (cluster)
Mazar Mall,111.0,POINT (303535.8976458956 3326446.6514544133),175.5,LL
Mazlaqan Ain Shams,3696.0,POINT (338470.5127504518 3334653.099492556),4502.25,HH (cluster)
Mazlaqan Al Deweqa,4125.0,POINT (334805.182472219 3325512.81590594),1346.625,HL (outlier)
Mazlaqan Om Khinan (Al Hawamdeyya),910.0,POINT (332720.93342057924 3310302.6973264115),1257.625,LL
MCS Oil (Zahraa Al Maadi ),1687.0,POINT (337869.5414254551 3316031.77524732),1122.875,HL (outlier)
MCS Oil (Zahraa Al Maadi),117.0,POINT (337889.9428357942 3316011.8882094696),1319.125,LL
Mechanical Kharaata Workshop,443.0,,,LL
Metro (Misr Helwan Rd.),235.61364227398383,POINT (331048.876257707 3316178.6242013993),1813.4999486971176,LL
Mffco Helwan (Helwan Corniche),648.0,POINT (335654.39342923823 3301590.677155796),2377.375,LL
Military Academy Stadium (Sheraton),2398.0,POINT (342792.2958716551 3332378.8489330607),1634.6909511002991,HL (outlier)
Ministry of Agriculture (Dokki),2511.0,POINT (327601.96370174363 3324959.9839958046),1497.75,HL (outlier)
Ministry Of Higher Education,1719.0,POINT (339996.83079375525 3324154.0598585233),3295.75,HH (cluster)
Ministry of Irrigation (Warraq),6275.0,POINT (328956.7326887838 3330247.725553564),3594.875,HH (cluster)
Ministry Of Youth And Sports,5015.0,POINT (326968.54239541397 3326894.0796127524),4530.688357588594,HH (cluster)
Misr 2000,948.0,POINT (349490.9119566394 3324084.3555551064),1646.125,LL
Misr Al Gadida Military Hospital,2151.0,POINT (339357.5663972689 3332515.7036897843),8253.75,HH (cluster)
Misr Al Qadima Police Department,197.0,POINT (331574.13494970603 3320835.5365778888),5717.942174848668,LH (outlier)
Misr Al Qadimah,48.0,,,LL
Misr Al Qadmina Post Office,931.0,,,LL
Misr Al Wosta Electricity Company (Al Bahr Al Aazam St.),183.0,POINT (327840.21252867335 3319475.010210729),6909.25,LH (outlier)
Misr El Qadima District Presidency,1698.0,POINT (330165.06998035754 3321830.830293656),3570.75,HH (cluster)
Misr El Qadima Police Department,184.0,POINT (331627.5833938214 3320918.4631043547),5719.567174848668,LH (outlier)
Misr Gas Station (Giza Square),12125.0,POINT (327215.76521833456 3321739.4479053435),11905.125,HH (cluster)
Misr Petroleum - Masaken Al Wehda,522.0,POINT (332217.52028583165 3333196.3498835946),7900.875,LH (outlier)
Misr Petroleum (Port Said St.),1004.0,POINT (333463.832626418 3329303.4153922964),3204.25,LH (outlier)
Misr Petroleum Gas Station (Badrasheen),552.0,POINT (332216.7882934434 3303446.116786606),2334.625,LL
Misr Public Library (Port Said St.),2042.0,POINT (333641.46017540706 3329758.376438134),2353.25,HL (outlier)
Misr Sudan (7th District Nasr City),1072.0,,,LL
Misr University for Sciences and Technology (MUST),125.0,POINT (303707.8129749813 3320243.3610298824),609.5,LL
Mit Halfa - Cairo Alexandria Agriculture Road,706.0,POINT (329356.93469296227 3338135.1925333496),1394.875,LL
Mit Halfa ( Cairo Alexandria Agriculture Rd. ),1643.0,POINT (329340.70975596656 3338160.042173492),1277.75,HL (outlier)
Mit Nama Steps (Cairo Alexandria Agriculture Rd.),399.0,POINT (329612.03503564215 3335946.938485393),1371.5,LL
MIU (Obour),712.0,POINT (354703.7777262804 3338176.0187715827),282.625,LL
Moasasset Al Zakah,208.0,POINT (344308.9618126212 3338340.662032172),1409.0,LL
Moassasa,20661.0,POINT (330603.1645356283 3333698.7024603784),9317.375,HH (cluster)
Moassasa Pedestrian Bridge,455.0,POINT (329799.7590523247 3335219.5697004166),5718.75,LH (outlier)
Mobil - Mall of Arabia,188.0,POINT (304736.32160928193 3320984.78246959),569.5,LL
Mobil (Ahmed Esmat St.),756.0,POINT (339521.5270559045 3333810.030647901),11068.5,LH (outlier)
Mobil (Al Khalafawy),1957.0,POINT (330036.4753032257 3330488.96834539),7339.0,HH (cluster)
Mobil (Hassan Al Sherif & Nasr City),856.0,,,LL
Mobil (Mostafa Kamel Axis & 1st Settlement),899.0,POINT (349976.09097909555 3326339.5943766166),1887.25,LL
Mobil (Nile Corniche Maasara),324.0,POINT (334671.6043907854 3309787.866169053),1304.875,LL
Mobil Gas Station (Abdel Hameed Badawy St.),2075.0,POINT (343747.3190072201 3331489.8002072657),1629.8159511002991,HL (outlier)
Mobil Gas Station (Salah Salem St),245.0,,,LL
Mobil North 90,791.0,,,LL
Modern School (Ahmed Esmat St.),644.0,POINT (339159.5720449997 3333952.2188731614),3781.375,LH (outlier)
Moemen (Nasr St.),2068.0,POINT (334242.03904706717 3317318.4149540523),1011.6068375488713,HL (outlier)
Mohagreen (Ezbet Al Nakhl),6941.0,POINT (339877.2347241775 3335618.335828592),5540.375,HH (cluster)
Mohamed Farid St. & Al Mathan St.,1670.0,POINT (347001.5341107426 3338474.48104878),1701.75,HL (outlier)
Mohamed Naguib Metro Station,4433.0,POINT (330704.71421179926 3325110.99819493),5231.5,HH (cluster)
Mohamedan Light Hospital (Ain Shams),1312.0,POINT (337011.19267655164 3334044.3445397327),3307.375,HH (cluster)
Mohammed Farid Post Office,210.0,POINT (330721.6218421472 3325447.367424942),7476.875,LH (outlier)
Mohie Al Deen Aboul Ezz St. & Tahrir St.,1481.0,POINT (326605.613410802 3324156.2357242797),4207.25,HH (cluster)
Mokattam Entrance - Al Gamea Al Haditha St,431.0,,,LL
Mokattam Entrance from Al Gamea Al Haditha St.,92.0,,,LL
Moneeb,40305.0,POINT (327769.01121447433 3318798.483484854),2165.875,HL (outlier)
Moneeb Station,108.0,POINT (327781.8569097678 3318787.5641195267),7190.5,LH (outlier)
Montasser (Nile Corniche),1234.0,POINT (334754.1786973273 3308073.0769107942),1292.375,LL
Moqattam Entrance from Salah Salem,1219.0,POINT (332839.4936046246 3323363.6129120025),7809.601199313645,LH (outlier)
Mosheer Ahmed Ismail Station (Sheraton),240.0,POINT (343124.19786160905 3330267.7591876187),1377.8157243497635,LL
Mostorad Pedestrian Bridge,4271.0,POINT (334686.4597538706 3334653.8215668476),4690.0,HH (cluster)
Mostorod,7162.0,POINT (335435.1814584427 3334406.2139192414),3035.125,HH (cluster)
Mostorod Bridge (Ring Rd.),292.0,POINT (336678.1126658062 3338085.217441382),2067.125,LL
Motseian,7591.0,POINT (326843.23077737645 3321999.5573595846),11972.875,HH (cluster)
Mountain View Square,28.0,POINT (350055.4664646819 3321555.66398443),1324.75,LL
MSA University,1811.0,POINT (303036.7403745178 3315560.8799543534),1129.375,HL (outlier)
Mubarak Educational City Entrance,23.0,POINT (306492.5047209676 3321588.9808937134),624.125,LL
Nadi Al Baraka Steps (Ring Rd.),970.0,POINT (344322.82295275346 3338272.0677693584),1313.75,LL
Nahda City Station,4708.0,,,LL
Nahya Steps (Ring Rd.),1426.0,POINT (324041.0856198637 3325088.2998844525),5992.875,HH (cluster)
Nasr Al Islam Mosque (Al Nozha St.),1137.0,POINT (340195.5165754593 3329977.141677738),1209.25,LL
Nasr City Sporting Club,1530.0,POINT (337156.1370742531 3326486.6077987943),2208.375,HL (outlier)
Nasr City Towers,487.0,POINT (341327.40565080114 3323429.700913382),1126.375,LL
Nasr St Exit from Autostrad,16.0,,,LL
Nasser Institue For Research (Al Khalafawy),807.0,POINT (330222.3507433507 3330851.434533189),6698.125,LH (outlier)
National Authority For Military Production,1954.0,POINT (332430.6123486558 3332116.390471301),4822.375,HH (cluster)
National Cardiac Institute,1330.0,POINT (327517.4774305144 3327552.574526844),4902.063357588594,HH (cluster)
National Institute for Diabetes ( Magra Al Oyoun ),2380.0,,,LL
National Institute for Occupational Safety and Health (Al Amn Al Senaey),1191.0,POINT (340854.62260495225 3332475.331230088),11025.5,LH (outlier)
National Institute for Tumor Studies ( Magra Al Oyoun),3025.0,,,LL
National Research Center (Dokki),1009.0,POINT (326899.6855957124 3324225.6194008533),3772.75,LH (outlier)
National Security (Alexandria Desert Rd.),149.0,POINT (312562.8674367191 3324945.994630221),2905.875,LH (outlier)
Nefertari International School,1334.0,POINT (350099.8752905062 3336874.979464648),1977.0,HL (outlier)
New Cairo Academy (5th Settlement),344.0,POINT (349023.67634245846 3319096.1287035886),983.5,LL
New Giza Gate 1,293.0,POINT (313621.5435499543 3323026.765600011),409.25,LL
New Marg,12996.0,POINT (340071.30559448746 3337991.41612572),3224.0,HH (cluster)
New Marg Exit (Ring Rd.),2235.0,POINT (339582.80244184367 3338010.9343692753),4345.75,HH (cluster)
New Marg Station,7826.0,POINT (339876.5522850102 3337995.647500908),3553.625,HH (cluster)
New Market (Asmarat),2786.0,POINT (339915.1293710992 3319063.1626299666),606.5,HL (outlier)
New Musuem ( Cairo Alex Desert Rd.),115.0,,,LL
New Police Station Nahda,467.0,,,LL
Nile Club (Shubra Al Kheima),1926.0,POINT (330771.0009046721 3332353.4195311735),6047.25,HH (cluster)
Nile Towers (Nile Corniche),333.0,POINT (329135.15187684307 3328150.2297871336),2972.875,LH (outlier)
Nile University,32.0,POINT (305691.02959231613 3321485.4809639584),539.25,LL
Nissan (Kattameya),126.0,POINT (344144.56274047546 3319156.457020658),1131.0,LL
North Cairo Electricity Distribution Company (Al Helmeya),1622.0,POINT (337954.7827099754 3332296.1386352456),3327.75,HH (cluster)
North Imbaba,2276.0,POINT (328119.6813026273 3329155.265327011),9204.645134326638,HH (cluster)
Northen Giza Courthouse,3313.5068607087514,POINT (327042.94505453185 3327768.518270225),4665.016773848285,HH (cluster)
Noubar St.,5244.0,POINT (330497.50271424116 3325027.417416616),3142.625,HH (cluster)
Nour Al Huda Automotive (Shubra Al Kheima),1750.0,POINT (331049.3428995601 3332038.2938342583),6717.0,HH (cluster)
Nour Al Islam Azhari Institute (Kafr Al Gabal),48.0,POINT (322645.57284890185 3315740.847824413),3207.875,LH (outlier)
Nour Al Islam Mosque ( Shubra Al Kheima),464.0,POINT (334700.66123943054 3332890.346075399),2489.625,LL
Nour Al Islam Mosque (Shubra Al Kheima),100.0,POINT (334717.8771528594 3332880.777319921),2535.125,LL
Nour Al Islam Mosque Steps (Ring Rd.),16.0,POINT (330866.71020012605 3319273.265680047),792.75,LL
Novartis Pharma (Al Zaytoun),9446.0,POINT (335401.94255923154 3331718.342977174),4619.5,HH (cluster)
Nozha - Nabil Al Waqaad,1171.0,POINT (340063.3233354949 3329036.6225422868),717.375,LL
Nozha Bridge Entrance,175.0,POINT (340113.1004439038 3329566.3166320985),762.375,LL
Nozha Bridge Exit,809.0,POINT (340137.27217662893 3329564.346067353),683.125,LL
Oasis Mall (Sheraton),2822.527608802393,POINT (343146.5258624865 3332005.402452229),1644.375,HL (outlier)
Obour,1595.0,POINT (354510.81073235045 3349782.9957986404),486.5,HL (outlier)
Obour City Authority,240.0,POINT (351646.931912043 3346273.3434864),257.75,LL
Obour Market - South,763.0,POINT (352510.507864314 3337600.1522661843),402.75,LL
Obour Sporting Club,820.0,POINT (351631.4968974689 3345854.527340216),185.25,LL
Officers Housing ( Al Remaya St.),298.0,,,LL
Officers Housing (Al Remaya St),284.0,,,LL
Old 10th of Ramadan,11298.0,POINT (347645.9095892454 3336295.708151449),2481.365229527938,HL (outlier)
Olowwa Faris St. (Bab Al Shaereyya),3140.683380113337,POINT (332215.08864908793 3326536.243714866),3870.578268108361,HH (cluster)
Om Al Masryeen Metro,4551.0,POINT (327231.19967217674 3320742.4436183902),5673.0,HH (cluster)
Om Bayoumi,620.0,POINT (331546.0819937753 3335960.6452026586),2826.5,LH (outlier)
Om Bayoumi Station,480.0,POINT (331638.55452475476 3336605.8090735786),2279.375,LL
Omar Efendi (Ahmed Oraby St.),3263.0,POINT (326903.35679869016 3327213.8376492355),4875.330131436879,HH (cluster)
Omar Ibn Abd El Aziz St. & Al Sekka Al Hadid,1619.0,POINT (337308.18928613764 3302165.7700430383),5285.0,HH (cluster)
Omar Ibn Al Khattab Mosque (Al Matareyya St.),2729.0,POINT (336546.57200125116 3331967.697026916),6508.0,HH (cluster)
Ommal Square (5th Settlement),1969.0,POINT (348774.4353828102 3319476.424896542),568.375,HL (outlier)
Opera House,1951.0,POINT (329046.48857063317 3324914.1865376243),10432.0,HH (cluster)
Orascom Business (Anabib Al Petrol),335.0,POINT (343591.1367442951 3334652.7338036587),547.0,LL
Oriental Weavers (6th of October),192.0,POINT (298997.7132425585 3315580.7863121126),195.5,LL
Oriental Weavers (Al Haram),20688.0,POINT (326800.6786017723 3321309.5715779914),5975.625,HH (cluster)
Oriental Weavers (Sheraton),874.0,POINT (342518.7102185895 3331899.3924857555),1599.9409511002991,LL
Othman Pedestrian Bridge (Ring Rd.),520.0,POINT (337519.2160052727 3338083.961314455),2038.625,LL
Othman Steps (Ring Rd.),904.0,POINT (337246.85167561006 3338050.639830285),1990.625,LL
Palace of Culture (Al Matareyya),841.0,POINT (334783.78674317093 3332694.2685474306),2165.125,LL
Palestine School (Ain Shams St.),4532.0,POINT (338384.7870098084 3334428.9465352176),3127.375,HH (cluster)
Palestine School (Ain Shams St),1701.0,,,LL
Panasonic (Abbas Al Akkad),1628.0,,,LL
Papa Jones (Batal Ahmed St.),2958.0,POINT (327017.9945136412 3326080.267181873),2848.0,HH (cluster)
Paradise Al Shorouq Compound,319.0,POINT (370922.3629567359 3336452.4944497575),220.625,LL
Pepsico (Nasr City),321.0,POINT (340523.7371106106 3324204.1155978423),2186.875,LL
Petroleum Square (Al Marg),280.0,POINT (338983.57806350384 3336536.7128463434),2917.5,LH (outlier)
Pharaonic Village (Al Bahr Al Aazam St.),165.0,POINT (327787.3793763452 3319824.5698634093),6369.5,LH (outlier)
Physical Therapy - Modern Academy,630.0,POINT (337105.5460985389 3319148.037033589),1259.25,LL
Pizza Hut (Mostafa Al Nahas),7425.0,,,LL
Plaza Club (Obour),425.0,POINT (352199.5805253517 3347760.659963055),283.75,LL
Police Academy (Abbaseya),333.0,POINT (334696.7573151685 3327680.017880999),8319.066020894634,LH (outlier)
Police Academy (New Cairo),926.0,POINT (347048.44693001267 3325766.3900740417),2925.875,LH (outlier)
Police Academy (Ring Rd.),7658.0,POINT (346008.54820163385 3324119.953743394),3389.375,HH (cluster)
Police Hospital (Agouza),1748.0,POINT (328117.5441790348 3325808.2427188368),1988.75,HL (outlier)
Police Hospital (Al Shaheed Axis),282.0,,,LL
Police Hospital (Al Shaheed Corridor),96.0,POINT (338811.2044489448 3324229.399983676),3653.125,LH (outlier)
Police Mosque (Salah Salem St),1122.0,,,LL
Police Officers Club (Zamalek),1364.0,POINT (328297.8741647003 3326926.421476896),3779.625,HH (cluster)
Police Union Club,1047.0,POINT (333827.18076705496 3326179.388325759),3107.493760786486,LH (outlier)
Policeman Institute St. (Nile Corniche),1003.0,POINT (333251.1719551139 3313714.1071696556),606.75,LL
Port Said Square (Maadi),6192.0,POINT (332353.5609164158 3315759.8820096296),3735.573147682191,HH (cluster)
Port Said St. (Al Sawah),3225.0,POINT (334662.31547320914 3331960.834540886),2407.0,HL (outlier)
Port Said St. Pedestrian Al Mosky,7279.9318636923135,POINT (331841.1160384228 3325597.0718617043),11336.154948850752,HH (cluster)
Porto Cairo Mall,100.0,POINT (347907.7711329366 3327087.6286698403),1551.0,LL
Postal Office (1st Settlement),470.0,POINT (351735.8004151586 3327206.7300496334),2007.625,LL
Public Taxes Mission (Nasr City),6254.0,POINT (340502.2427304381 3326524.1280492414),9784.001051688469,HH (cluster)
Qadry Basha (Al Sayeda Zeinab),8480.0,POINT (330835.85018406017 3323773.9211208513),4540.657854908966,HH (cluster)
Qalaa,1429.8953121314469,POINT (331997.9641413292 3323362.9494607146),7467.2509701366025,HH (cluster)
Qalyoub Al Balad Bus Station,8968.0,POINT (327430.2789631153 3340229.350979455),2262.375,HL (outlier)
Qalyoub District Court,8401.0,POINT (328332.06430790975 3340174.9768766696),2190.875,HL (outlier)
Qalyoub Exit to Ring Rd.,158.0,POINT (329423.00510973856 3336637.5340405656),1622.75,LL
Qalyub Exit (Cairo Alexandria Agriculture Rd.),4697.0,POINT (329548.4609356418 3336374.6775624906),1055.375,HL (outlier)
Qalyub Specialized Hospital,1809.0,POINT (328787.1478582999 3340157.620453255),3014.875,HH (cluster)
Qalyub Steps (Ring Rd.),1100.0,POINT (329565.5061674843 3336651.348309522),1505.0,LL
Qasr Oraby Furniture (Gamal Abdel Nasser),1543.0,POINT (345681.7532267927 3335538.607601691),1658.5684041431869,HL (outlier)
Qatar Ahly Bank (Al Tayaran St.),5755.0,POINT (338593.600642315 3326879.873444978),6468.195530274046,HH (cluster)
Qattameya,831.0,,,LL
Qawmeya Arabeya,1595.0,POINT (326990.4577043464 3330620.5162146385),4483.25,HH (cluster)
Qawmeya Steps (Ring Rd.),220.0,POINT (326511.45907596604 3330827.0684534735),1943.25,LL
Qism El Marg,2972.0,POINT (340234.79432395415 3336522.6141391196),1966.0,HL (outlier)
Rabaah Al Adaweya Mosque,4134.228039147461,POINT (338596.00307550456 3327450.9387927274),5642.042025380613,HH (cluster)
Rabaah Al Adaweya Mosque (Nasr City),3243.0,,,LL
Radisson Hotel (Sheraton),2362.0,POINT (343450.96330602374 3331755.4066453786),1882.4409511002991,HL (outlier)
Radobis Cinema (Haram St.),758.0,POINT (325869.3762175835 3320905.3619319964),4590.0,LH (outlier)
Ragab Sons (Al Gazaer St.),2100.0,POINT (333658.46096267924 3317324.1419861065),3274.303267476219,HH (cluster)
Ragab Sons (Al Magzar Mariouteya),5966.0,POINT (322750.45401264494 3317717.6125668692),3111.0,HH (cluster)
Ragab Sons (Al Shabab St. Obour),167.0,POINT (353512.04866218206 3349167.7870989745),665.0,LL
Ragab Sons (Mahdy Arafa),4761.0,,,LL
Ragab Sons 7th District (6th of October),130.0,POINT (300851.4657916351 3318171.4511829196),1121.875,LL
Ragab Sons Al Mehwar Al Markazi (6th of October),168.0,POINT (300861.12420167105 3316916.9523144923),880.5,LL
Ramses,66842.0,POINT (330882.25942977454 3326885.0727484585),16673.375,HH (cluster)
Ramses Extension - Southside,809.0,,,LL
Ramses Extension (North of Nasr Rd.),649.0,POINT (335977.0337313586 3327061.9961205046),3163.625,LH (outlier)
Ramses Extension (South of Nasr Rd.),399.0,POINT (336876.0371465677 3325579.1286764187),1882.375,LL
Ramses Extension Northside,1402.0,,,LL
Ramses Language Schools (Khaloussi),3083.0,POINT (331339.4113445989 3328751.2825249922),5230.25,HH (cluster)
Ramses Railway Station,57333.0,POINT (331128.8458357315 3326934.733770479),19608.875,HH (cluster)
Raslan (6th of October),185.0,POINT (298730.79277718166 3315389.4060839876),230.0,LL
Real Estate Registration Mission (Shobra),2548.0,POINT (331131.15052061644 3328300.3252273123),3968.0,HH (cluster)
Real Estate Registration Office (Shobra),719.0,POINT (331139.9695157978 3328298.5847748183),4196.625,LH (outlier)
Realestate Regulation Authoity (6th of October),584.0,POINT (298471.0907732953 3313717.872988071),1295.0,LL
Red Crescent ( Masaken Zainhom),552.0,POINT (330815.23723980447 3322480.703004528),5712.875,LH (outlier)
Red Kiosk (6th of October),387.0,POINT (299094.28634721186 3316842.506530203),381.625,LL
Rehab Gate 13,1122.0,POINT (352973.2743268157 3326847.3593128463),1174.25,LL
Rehab Gate 6,1447.0,POINT (354493.0157404145 3325663.696052182),981.875,HL (outlier)
Rehab Square,184.0,POINT (352928.0782510569 3325862.8290690123),1106.75,LL
Remaya 28,3066.753639015045,POINT (319955.8121482752 3319147.0434408747),2200.0,HL (outlier)
Research Institute of Ophthalmology - Giza,3857.0,POINT (328005.99061130907 3321880.098444599),8560.625,HH (cluster)
Research Institute of Ophthalmology (Al Giza),443.0,POINT (328016.9328718529 3321866.815226039),8987.375,LH (outlier)
Rihana Plaza (Sheikh Zayed),10.0,POINT (307549.6217996483 3326218.328617234),441.375,LL
Rimo Car (Ahmed Helmy St.),2284.0,POINT (331891.1642415208 3328797.889133874),1341.375,HL (outlier)
Ring Rd Exit to Mansoureyya Rd,275.0,,,LL
Ring Rd. Entrance from Moneeb,4680.0,POINT (327210.7827752729 3318605.210335521),6933.625,HH (cluster)
Ring Rd. Exit to Al Warraq,16.0,POINT (326766.4148083739 3334058.2283881446),818.625,LL
Ring Rd. Exit to Bashtil,200.0,POINT (325493.2926601112 3329356.6016807165),2848.6096574524013,LH (outlier)
Ring Rd. Exit to Cairo Alexandria Agriculture Road,186.0,POINT (329863.0193794868 3336679.7097841445),1619.25,LL
Ring Rd. Exit to Khosous,5372.0,POINT (336472.6983157735 3337556.113563625),1028.75,HL (outlier)
Ring Rd. Exit to Moneeb,3038.0,POINT (327197.92565950635 3318579.13693759),7138.875,HH (cluster)
Ring Rd. Exit to Remaya,375.0,,,LL
Ring Rd. Exit to Safe Al Laban,69.0,,,LL
Ring Rd. Exit to Saft Al Laban,130.0,POINT (323095.25899585185 3323932.7475435254),4021.875,LH (outlier)
Ring Rd. Exit to Zahraa Masr Al Qadeema,1353.0,,,LL
Ring Rd. Pedestrian Al Abeet,42.0,,,LL
Ring Rd. Pedestrian Ezbet Anwar,13.0,POINT (332903.5939578919 3336716.5057722544),2441.25,LL
Ring Rd. Steps 1 (26th of July Corridor),749.0,POINT (323856.2317911128 3327116.12161599),573.9554180879352,LL
Ring Rd. Steps 2 (26th of July Corridor),896.0,POINT (324125.9406484453 3327047.016878541),558.9554180879352,LL
Ring Rd. Steps to Ezbet Kayrallah,257.0,,,LL
Ring Rd. Steps to Nahya,748.0,,,LL
Ring Rd. Steps to New Marg,4101.0,POINT (340315.89206208184 3338075.7644351157),4335.875,HH (cluster)
Ring Rd. Steps to Nour City,269.0,,,LL
Ring Road Entrance from Cairo Alexandria Agriculture Rd.,699.0,POINT (329079.00885022676 3336633.2111946405),1555.125,LL
Ring Road Exit to Qalyub,452.0,POINT (329068.0489186143 3336607.69345901),1586.0,LL
Ring Road Steps to 26th of July Mehwar,829.0,POINT (323857.98652420775 3327127.500548831),563.9554180879352,LL
River Transport Authority ( Zahraa ),3688.0,,,LL
Rod Al Farag Metro Station,15156.0,POINT (330881.57867359906 3329013.224371718),3947.375,HH (cluster)
Rod Al Farag Youth Center,665.0,POINT (329235.91468213254 3328457.0893486114),2920.125,LH (outlier)
Rotana Motors (Maadi),340.0,POINT (333959.58649830805 3318524.224591223),2328.6809156946038,LL
Roushdy Pharmacy (Al Remaya Square),572.0,POINT (319666.38301114447 3319265.40040692),2511.8442048768807,LL
Roxy,22255.0,POINT (337643.7907430186 3330288.1471264036),3676.375,HH (cluster)
Royal City Gate (Sheikh Zayed),280.0,POINT (309946.04944562295 3324059.6147608045),2597.625,LL
Saad Zaghloul Metro,765.0,POINT (330336.45066176396 3324134.524840514),6102.5,LH (outlier)
Sadat Academy (Maadi),946.0,POINT (330991.02742670896 3315619.0554149915),1897.3821735730373,LL
Safeer Square (Heliopolis),4367.0,POINT (339834.89522950456 3330748.7962159775),4078.625,HH (cluster)
Saft Al Laban,1333.0,POINT (323337.50868343154 3323659.483078943),5294.5,HH (cluster)
Saft Al Laban Axis,5948.0,POINT (322749.16231336695 3323568.445266775),3660.0,HH (cluster)
Saft Al Laban Entrance from Ring Rd.,540.0,POINT (323087.3044413654 3323950.6124833375),3970.625,LH (outlier)
